idx time_s pre_x pre_y post_x post_y dx dy
0 0.010000000 154 148 154 148 0.000000 0.000000
1 0.020000000 154 148 137 102 -17.000000 -46.000000
2 0.030000000 137 102 54 82 -83.000000 -20.000000
3 0.040000000 54 82 13 68 -41.000000 -14.000000
4 0.050000000 13 68 114 175 101.000000 107.000000
5 0.060000000 114 175 115 185 1.000000 10.000000
6 0.070000000 115 185 72 146 -43.000000 -39.000000
7 0.080000000 72 146 150 171 78.000000 25.000000
8 0.090000000 150 171 152 138 2.000000 -33.000000
9 0.100000000 152 138 94 188 -58.000000 50.000000
10 0.110000000 94 188 103 152 9.000000 -36.000000
11 0.120000000 103 152 244 9 141.000000 -143.000000
12 0.130000000 244 9 63 181 -181.000000 172.000000
13 0.140000000 63 181 55 85 -8.000000 -96.000000
14 0.150000000 55 85 136 157 81.000000 72.000000
15 0.160000000 136 157 92 96 -44.000000 -61.000000
16 0.170000000 92 96 88 174 -4.000000 78.000000
17 0.180000000 88 174 125 138 37.000000 -36.000000
18 0.190000000 125 138 99 121 -26.000000 -17.000000
19 0.200000000 99 121 97 120 -2.000000 -1.000000
20 0.210000000 97 120 40 82 -57.000000 -38.000000
21 0.220000000 40 82 106 99 66.000000 17.000000
22 0.230000000 106 99 58 171 -48.000000 72.000000
23 0.240000000 58 171 97 126 39.000000 -45.000000
24 0.250000000 97 126 133 173 36.000000 47.000000
25 0.260000000 133 173 134 142 1.000000 -31.000000
26 0.270000000 134 142 244 245 110.000000 103.000000
27 0.280000000 244 245 235 205 -9.000000 -40.000000
28 0.290000000 235 205 136 174 -99.000000 -31.000000
29 0.300000000 136 174 111 146 -25.000000 -28.000000
30 0.310000000 111 146 64 171 -47.000000 25.000000
31 0.320000000 64 171 170 126 106.000000 -45.000000
32 0.330000000 170 126 26 99 -144.000000 -27.000000
33 0.340000000 26 99 89 162 63.000000 63.000000
34 0.350000000 89 162 88 161 -1.000000 -1.000000
35 0.360000000 88 161 88 121 0.000000 -40.000000
36 0.370000000 88 121 140 135 52.000000 14.000000
37 0.380000000 140 135 96 172 -44.000000 37.000000
38 0.390000000 96 172 99 181 3.000000 9.000000
39 0.400000000 99 181 94 122 -5.000000 -59.000000
40 0.410000000 94 122 135 137 41.000000 15.000000
41 0.420000000 135 137 91 118 -44.000000 -19.000000
42 0.430000000 91 118 53 144 -38.000000 26.000000
43 0.440000000 53 144 176 121 123.000000 -23.000000
44 0.450000000 176 121 152 134 -24.000000 13.000000
45 0.460000000 152 134 80 179 -72.000000 45.000000
46 0.470000000 80 179 71 107 -9.000000 -72.000000
47 0.480000000 71 107 30 126 -41.000000 19.000000
48 0.490000000 30 126 142 85 112.000000 -41.000000
49 0.500000000 142 85 42 167 -100.000000 82.000000
50 0.510000000 42 167 71 177 29.000000 10.000000
