idx time_s pre_x pre_y post_x post_y dx dy
0 0.010000000 116 171 116 171 0.000000 0.000000
1 0.020000000 116 171 88 107 -28.000000 -64.000000
2 0.030000000 88 107 161 101 73.000000 -6.000000
3 0.040000000 161 101 177 86 16.000000 -15.000000
4 0.050000000 177 86 73 178 -104.000000 92.000000
5 0.060000000 73 178 71 178 -2.000000 0.000000
6 0.070000000 71 178 71 180 0.000000 2.000000
7 0.080000000 71 180 67 179 -4.000000 -1.000000
8 0.090000000 67 179 152 137 85.000000 -42.000000
9 0.100000000 152 137 69 179 -83.000000 42.000000
10 0.110000000 69 179 148 138 79.000000 -41.000000
11 0.120000000 148 138 40 86 -108.000000 -52.000000
12 0.130000000 40 86 63 182 23.000000 96.000000
13 0.140000000 63 182 63 110 0.000000 -72.000000
14 0.150000000 63 110 138 171 75.000000 61.000000
15 0.160000000 138 171 29 99 -109.000000 -72.000000
16 0.170000000 29 99 57 177 28.000000 78.000000
17 0.180000000 57 177 100 174 43.000000 -3.000000
18 0.190000000 100 174 57 143 -43.000000 -31.000000
19 0.200000000 57 143 95 118 38.000000 -25.000000
20 0.210000000 95 118 67 86 -28.000000 -32.000000
21 0.220000000 67 86 75 111 8.000000 25.000000
22 0.230000000 75 111 62 183 -13.000000 72.000000
23 0.240000000 62 183 176 122 114.000000 -61.000000
24 0.250000000 176 122 52 185 -124.000000 63.000000
25 0.260000000 52 185 51 175 -1.000000 -10.000000
26 0.270000000 51 175 82 201 31.000000 26.000000
27 0.280000000 82 201 98 187 16.000000 -14.000000
28 0.290000000 98 187 100 181 2.000000 -6.000000
29 0.300000000 100 181 136 137 36.000000 -44.000000
30 0.310000000 136 137 133 173 -3.000000 36.000000
31 0.320000000 133 173 52 171 -81.000000 -2.000000
32 0.330000000 52 171 27 98 -25.000000 -73.000000
33 0.340000000 27 98 159 158 132.000000 60.000000
34 0.350000000 159 158 54 174 -105.000000 16.000000
35 0.360000000 54 174 92 174 38.000000 0.000000
36 0.370000000 92 174 136 136 44.000000 -38.000000
37 0.380000000 136 136 160 154 24.000000 18.000000
38 0.390000000 160 154 57 178 -103.000000 24.000000
39 0.400000000 57 178 87 161 30.000000 -17.000000
40 0.410000000 87 161 134 136 47.000000 -25.000000
41 0.420000000 134 136 52 169 -82.000000 33.000000
42 0.430000000 52 169 159 154 107.000000 -15.000000
43 0.440000000 159 154 49 140 -110.000000 -14.000000
44 0.450000000 49 140 53 168 4.000000 28.000000
45 0.460000000 53 168 56 177 3.000000 9.000000
46 0.470000000 56 177 51 165 -5.000000 -12.000000
47 0.480000000 51 165 144 87 93.000000 -78.000000
48 0.490000000 144 87 126 160 -18.000000 73.000000
49 0.500000000 126 160 42 170 -84.000000 10.000000
50 0.510000000 42 170 73 169 31.000000 -1.000000
