idx time_s pre_x pre_y post_x post_y dx dy
0 0.010000000 69 166 69 166 0.000000 0.000000
1 0.020000000 69 166 87 107 18.000000 -59.000000
2 0.030000000 87 107 166 88 79.000000 -19.000000
3 0.040000000 166 88 176 86 10.000000 -2.000000
4 0.050000000 176 86 72 178 -104.000000 92.000000
5 0.060000000 72 178 73 178 1.000000 0.000000
6 0.070000000 73 178 70 179 -3.000000 1.000000
7 0.080000000 70 179 149 174 79.000000 -5.000000
8 0.090000000 149 174 150 138 1.000000 -36.000000
9 0.100000000 150 138 67 180 -83.000000 42.000000
10 0.110000000 67 180 145 138 78.000000 -42.000000
11 0.120000000 145 138 49 85 -96.000000 -53.000000
12 0.130000000 49 85 65 181 16.000000 96.000000
13 0.140000000 65 181 62 110 -3.000000 -71.000000
14 0.150000000 62 110 138 169 76.000000 59.000000
15 0.160000000 138 169 30 98 -108.000000 -71.000000
16 0.170000000 30 98 56 177 26.000000 79.000000
17 0.180000000 56 177 59 169 3.000000 -8.000000
18 0.190000000 59 169 56 143 -3.000000 -26.000000
19 0.200000000 56 143 91 119 35.000000 -24.000000
20 0.210000000 91 119 60 84 -31.000000 -35.000000
21 0.220000000 60 84 74 111 14.000000 27.000000
22 0.230000000 74 111 60 182 -14.000000 71.000000
23 0.240000000 60 182 76 118 16.000000 -64.000000
24 0.250000000 76 118 51 184 -25.000000 66.000000
25 0.260000000 51 184 134 174 83.000000 -10.000000
26 0.270000000 134 174 81 202 -53.000000 28.000000
27 0.280000000 81 202 99 191 18.000000 -11.000000
28 0.290000000 99 191 54 181 -45.000000 -10.000000
29 0.300000000 54 181 163 140 109.000000 -41.000000
30 0.310000000 163 140 133 173 -30.000000 33.000000
31 0.320000000 133 173 54 147 -79.000000 -26.000000
32 0.330000000 54 147 24 99 -30.000000 -48.000000
33 0.340000000 24 99 88 160 64.000000 61.000000
34 0.350000000 88 160 55 173 -33.000000 13.000000
35 0.360000000 55 173 53 144 -2.000000 -29.000000
36 0.370000000 53 144 137 136 84.000000 -8.000000
37 0.380000000 137 136 89 157 -48.000000 21.000000
38 0.390000000 89 157 100 178 11.000000 21.000000
39 0.400000000 100 178 160 153 60.000000 -25.000000
40 0.410000000 160 153 134 136 -26.000000 -17.000000
41 0.420000000 134 136 88 154 -46.000000 18.000000
42 0.430000000 88 154 90 152 2.000000 -2.000000
43 0.440000000 90 152 48 140 -42.000000 -12.000000
44 0.450000000 48 140 53 166 5.000000 26.000000
45 0.460000000 53 166 56 177 3.000000 11.000000
46 0.470000000 56 177 117 137 61.000000 -40.000000
47 0.480000000 117 137 154 97 37.000000 -40.000000
48 0.490000000 154 97 124 129 -30.000000 32.000000
49 0.500000000 124 129 42 170 -82.000000 41.000000
50 0.510000000 42 170 74 169 32.000000 -1.000000
