idx time_s pre_x pre_y post_x post_y dx dy
0 0.010000000 43 92 43 92 0.000000 0.000000
1 0.020000000 43 92 73 101 30.000000 9.000000
2 0.030000000 73 101 150 169 77.000000 68.000000
3 0.040000000 150 169 154 136 4.000000 -33.000000
4 0.050000000 154 136 177 87 23.000000 -49.000000
5 0.060000000 177 87 150 138 -27.000000 51.000000
6 0.070000000 150 138 151 135 1.000000 -3.000000
7 0.080000000 151 135 39 102 -112.000000 -33.000000
8 0.090000000 39 102 174 157 135.000000 55.000000
9 0.100000000 174 157 40 100 -134.000000 -57.000000
10 0.110000000 40 100 114 101 74.000000 1.000000
11 0.120000000 114 101 145 139 31.000000 38.000000
12 0.130000000 145 139 127 140 -18.000000 1.000000
13 0.140000000 127 140 143 171 16.000000 31.000000
14 0.150000000 143 171 163 158 20.000000 -13.000000
15 0.160000000 163 158 59 182 -104.000000 24.000000
16 0.170000000 59 182 105 96 46.000000 -86.000000
17 0.180000000 105 96 59 163 -46.000000 67.000000
18 0.190000000 59 163 62 179 3.000000 16.000000
19 0.200000000 62 179 93 117 31.000000 -62.000000
20 0.210000000 93 117 49 13 -44.000000 -104.000000
21 0.220000000 49 13 100 189 51.000000 176.000000
22 0.230000000 100 189 178 122 78.000000 -67.000000
23 0.240000000 178 122 102 102 -76.000000 -20.000000
24 0.250000000 102 102 54 186 -48.000000 84.000000
25 0.260000000 54 186 134 174 80.000000 -12.000000
26 0.270000000 134 174 91 155 -43.000000 -19.000000
27 0.280000000 91 155 52 183 -39.000000 28.000000
28 0.290000000 52 183 26 93 -26.000000 -90.000000
29 0.300000000 26 93 135 150 109.000000 57.000000
30 0.310000000 135 150 131 137 -4.000000 -13.000000
31 0.320000000 131 137 23 101 -108.000000 -36.000000
32 0.330000000 23 101 88 159 65.000000 58.000000
33 0.340000000 88 159 98 185 10.000000 26.000000
34 0.350000000 98 185 89 120 -9.000000 -65.000000
35 0.360000000 89 120 49 160 -40.000000 40.000000
36 0.370000000 49 160 57 116 8.000000 -44.000000
37 0.380000000 57 116 107 141 50.000000 25.000000
38 0.390000000 107 141 90 159 -17.000000 18.000000
39 0.400000000 90 159 54 110 -36.000000 -49.000000
40 0.410000000 54 110 96 175 42.000000 65.000000
41 0.420000000 96 175 52 169 -44.000000 -6.000000
42 0.430000000 52 169 158 155 106.000000 -14.000000
43 0.440000000 158 155 57 180 -101.000000 25.000000
44 0.450000000 57 180 206 142 149.000000 -38.000000
45 0.460000000 206 142 55 175 -151.000000 33.000000
46 0.470000000 55 175 52 174 -3.000000 -1.000000
47 0.480000000 52 174 155 82 103.000000 -92.000000
48 0.490000000 155 82 127 165 -28.000000 83.000000
49 0.500000000 127 165 164 112 37.000000 -53.000000
50 0.510000000 164 112 72 169 -92.000000 57.000000
