idx time_s pre_x pre_y post_x post_y dx dy
0 0.010000000 71 173 71 173 0.000000 0.000000
1 0.020000000 71 173 69 175 -2.000000 2.000000
2 0.030000000 69 175 68 168 -1.000000 -7.000000
3 0.040000000 68 168 152 134 84.000000 -34.000000
4 0.050000000 152 134 73 178 -79.000000 44.000000
5 0.060000000 73 178 71 176 -2.000000 -2.000000
6 0.070000000 71 176 72 181 1.000000 5.000000
7 0.080000000 72 181 69 181 -3.000000 0.000000
8 0.090000000 69 181 151 137 82.000000 -44.000000
9 0.100000000 151 137 68 179 -83.000000 42.000000
10 0.110000000 68 179 66 182 -2.000000 3.000000
11 0.120000000 66 182 34 89 -32.000000 -93.000000
12 0.130000000 34 89 64 182 30.000000 93.000000
13 0.140000000 64 182 60 175 -4.000000 -7.000000
14 0.150000000 60 175 150 106 90.000000 -69.000000
15 0.160000000 150 106 42 101 -108.000000 -5.000000
16 0.170000000 42 101 57 178 15.000000 77.000000
17 0.180000000 57 178 60 177 3.000000 -1.000000
18 0.190000000 60 177 88 194 28.000000 17.000000
19 0.200000000 88 194 92 118 4.000000 -76.000000
20 0.210000000 92 118 137 135 45.000000 17.000000
21 0.220000000 137 135 75 111 -62.000000 -24.000000
22 0.230000000 75 111 61 184 -14.000000 73.000000
23 0.240000000 61 184 135 176 74.000000 -8.000000
24 0.250000000 135 176 52 185 -83.000000 9.000000
25 0.260000000 52 185 51 175 -1.000000 -10.000000
26 0.270000000 51 175 53 177 2.000000 2.000000
27 0.280000000 53 177 54 184 1.000000 7.000000
28 0.290000000 54 184 56 183 2.000000 -1.000000
29 0.300000000 56 183 28 88 -28.000000 -95.000000
30 0.310000000 28 88 134 173 106.000000 85.000000
31 0.320000000 134 173 52 173 -82.000000 0.000000
32 0.330000000 52 173 26 98 -26.000000 -75.000000
33 0.340000000 26 98 28 98 2.000000 0.000000
34 0.350000000 28 98 54 174 26.000000 76.000000
35 0.360000000 54 174 56 180 2.000000 6.000000
36 0.370000000 56 180 137 135 81.000000 -45.000000
37 0.380000000 137 135 135 133 -2.000000 -2.000000
38 0.390000000 135 133 76 111 -59.000000 -22.000000
39 0.400000000 76 111 52 171 -24.000000 60.000000
40 0.410000000 52 171 134 135 82.000000 -36.000000
41 0.420000000 134 135 52 171 -82.000000 36.000000
42 0.430000000 52 171 134 135 82.000000 -36.000000
43 0.440000000 134 135 49 140 -85.000000 5.000000
44 0.450000000 49 140 53 169 4.000000 29.000000
45 0.460000000 53 169 56 177 3.000000 8.000000
46 0.470000000 56 177 51 166 -5.000000 -11.000000
47 0.480000000 51 166 19 82 -32.000000 -84.000000
48 0.490000000 19 82 127 161 108.000000 79.000000
49 0.500000000 127 161 42 171 -85.000000 10.000000
50 0.510000000 42 171 73 169 31.000000 -2.000000
