idx time_s pre_x pre_y post_x post_y dx dy
0 0.010000000 97 195 97 195 0.000000 0.000000
1 0.020000000 97 195 150 130 53.000000 -65.000000
2 0.030000000 150 130 11 229 -139.000000 99.000000
3 0.040000000 11 229 53 83 42.000000 -146.000000
4 0.050000000 53 83 180 137 127.000000 54.000000
5 0.060000000 180 137 113 122 -67.000000 -15.000000
6 0.070000000 113 122 70 177 -43.000000 55.000000
7 0.080000000 70 177 105 97 35.000000 -80.000000
8 0.090000000 105 97 71 179 -34.000000 82.000000
9 0.100000000 71 179 71 151 0.000000 -28.000000
10 0.110000000 71 151 68 181 -3.000000 30.000000
11 0.120000000 68 181 236 132 168.000000 -49.000000
12 0.130000000 236 132 157 136 -79.000000 4.000000
13 0.140000000 157 136 105 179 -52.000000 43.000000
14 0.150000000 105 179 213 235 108.000000 56.000000
15 0.160000000 213 235 140 106 -73.000000 -129.000000
16 0.170000000 140 106 221 212 81.000000 106.000000
17 0.180000000 221 212 89 193 -132.000000 -19.000000
18 0.190000000 89 193 207 98 118.000000 -95.000000
19 0.200000000 207 98 152 151 -55.000000 53.000000
20 0.210000000 152 151 163 146 11.000000 -5.000000
21 0.220000000 163 146 83 196 -80.000000 50.000000
22 0.230000000 83 196 166 160 83.000000 -36.000000
23 0.240000000 166 160 71 92 -95.000000 -68.000000
24 0.250000000 71 92 159 143 88.000000 51.000000
25 0.260000000 159 143 117 148 -42.000000 5.000000
26 0.270000000 117 148 163 144 46.000000 -4.000000
27 0.280000000 163 144 72 217 -91.000000 73.000000
28 0.290000000 72 217 147 123 75.000000 -94.000000
29 0.300000000 147 123 27 101 -120.000000 -22.000000
30 0.310000000 27 101 117 143 90.000000 42.000000
31 0.320000000 117 143 157 158 40.000000 15.000000
32 0.330000000 157 158 92 197 -65.000000 39.000000
33 0.340000000 92 197 56 146 -36.000000 -51.000000
34 0.350000000 56 146 56 118 0.000000 -28.000000
35 0.360000000 56 118 88 197 32.000000 79.000000
36 0.370000000 88 197 136 135 48.000000 -62.000000
37 0.380000000 136 135 150 139 14.000000 4.000000
38 0.390000000 150 139 8 128 -142.000000 -11.000000
39 0.400000000 8 128 26 103 18.000000 -25.000000
40 0.410000000 26 103 159 155 133.000000 52.000000
41 0.420000000 159 155 54 172 -105.000000 17.000000
42 0.430000000 54 172 32 98 -22.000000 -74.000000
43 0.440000000 32 98 140 137 108.000000 39.000000
44 0.450000000 140 137 78 119 -62.000000 -18.000000
45 0.460000000 78 119 26 94 -52.000000 -25.000000
46 0.470000000 26 94 144 99 118.000000 5.000000
47 0.480000000 144 99 67 219 -77.000000 120.000000
48 0.490000000 67 219 86 183 19.000000 -36.000000
49 0.500000000 86 183 64 111 -22.000000 -72.000000
50 0.510000000 64 111 147 183 83.000000 72.000000
