idx time_s pre_x pre_y post_x post_y dx dy
0 0.010000000 71 164 71 164 0.000000 0.000000
1 0.020000000 71 164 86 107 15.000000 -57.000000
2 0.030000000 86 107 166 87 80.000000 -20.000000
3 0.040000000 166 87 43 86 -123.000000 -1.000000
4 0.050000000 43 86 74 177 31.000000 91.000000
5 0.060000000 74 177 72 179 -2.000000 2.000000
6 0.070000000 72 179 70 176 -2.000000 -3.000000
7 0.080000000 70 176 152 173 82.000000 -3.000000
8 0.090000000 152 173 151 138 -1.000000 -35.000000
9 0.100000000 151 138 68 180 -83.000000 42.000000
10 0.110000000 68 180 146 138 78.000000 -42.000000
11 0.120000000 146 138 47 85 -99.000000 -53.000000
12 0.130000000 47 85 64 181 17.000000 96.000000
13 0.140000000 64 181 65 109 1.000000 -72.000000
14 0.150000000 65 109 93 164 28.000000 55.000000
15 0.160000000 93 164 29 98 -64.000000 -66.000000
16 0.170000000 29 98 57 176 28.000000 78.000000
17 0.180000000 57 176 59 166 2.000000 -10.000000
18 0.190000000 59 166 58 142 -1.000000 -24.000000
19 0.200000000 58 142 92 119 34.000000 -23.000000
20 0.210000000 92 119 60 83 -32.000000 -36.000000
21 0.220000000 60 83 160 110 100.000000 27.000000
22 0.230000000 160 110 58 176 -102.000000 66.000000
23 0.240000000 58 176 160 118 102.000000 -58.000000
24 0.250000000 160 118 94 182 -66.000000 64.000000
25 0.260000000 94 182 51 174 -43.000000 -8.000000
26 0.270000000 51 174 83 202 32.000000 28.000000
27 0.280000000 83 202 97 194 14.000000 -8.000000
28 0.290000000 97 194 55 180 -42.000000 -14.000000
29 0.300000000 55 180 119 144 64.000000 -36.000000
30 0.310000000 119 144 133 173 14.000000 29.000000
31 0.320000000 133 173 44 140 -89.000000 -33.000000
32 0.330000000 44 140 25 99 -19.000000 -41.000000
33 0.340000000 25 99 89 160 64.000000 61.000000
34 0.350000000 89 160 54 173 -35.000000 13.000000
35 0.360000000 54 173 122 141 68.000000 -32.000000
36 0.370000000 122 141 137 136 15.000000 -5.000000
37 0.380000000 137 136 54 167 -83.000000 31.000000
38 0.390000000 54 167 56 179 2.000000 12.000000
39 0.400000000 56 179 43 139 -13.000000 -40.000000
40 0.410000000 43 139 135 136 92.000000 -3.000000
41 0.420000000 135 136 49 138 -86.000000 2.000000
42 0.430000000 49 138 93 150 44.000000 12.000000
43 0.440000000 93 150 48 140 -45.000000 -10.000000
44 0.450000000 48 140 87 157 39.000000 17.000000
45 0.460000000 87 157 57 177 -30.000000 20.000000
46 0.470000000 57 177 133 131 76.000000 -46.000000
47 0.480000000 133 131 153 104 20.000000 -27.000000
48 0.490000000 153 104 79 112 -74.000000 8.000000
49 0.500000000 79 112 85 169 6.000000 57.000000
50 0.510000000 85 169 74 169 -11.000000 0.000000
