idx time_s pre_x pre_y post_x post_y dx dy
0 0.010000000 42 95 42 95 0.000000 0.000000
1 0.020000000 42 95 72 102 30.000000 7.000000
2 0.030000000 72 102 67 170 -5.000000 68.000000
3 0.040000000 67 170 179 136 112.000000 -34.000000
4 0.050000000 179 136 100 90 -79.000000 -46.000000
5 0.060000000 100 90 107 153 7.000000 63.000000
6 0.070000000 107 153 136 141 29.000000 -12.000000
7 0.080000000 136 141 172 109 36.000000 -32.000000
8 0.090000000 172 109 175 157 3.000000 48.000000
9 0.100000000 175 157 71 107 -104.000000 -50.000000
10 0.110000000 71 107 51 100 -20.000000 -7.000000
11 0.120000000 51 100 143 148 92.000000 48.000000
12 0.130000000 143 148 117 147 -26.000000 -1.000000
13 0.140000000 117 147 59 176 -58.000000 29.000000
14 0.150000000 59 176 138 167 79.000000 -9.000000
15 0.160000000 138 167 57 182 -81.000000 15.000000
16 0.170000000 57 182 39 96 -18.000000 -86.000000
17 0.180000000 39 96 57 173 18.000000 77.000000
18 0.190000000 57 173 64 180 7.000000 7.000000
19 0.200000000 64 180 94 117 30.000000 -63.000000
20 0.210000000 94 117 44 81 -50.000000 -36.000000
21 0.220000000 44 81 101 186 57.000000 105.000000
22 0.230000000 101 186 136 137 35.000000 -49.000000
23 0.240000000 136 137 95 100 -41.000000 -37.000000
24 0.250000000 95 100 53 186 -42.000000 86.000000
25 0.260000000 53 186 51 176 -2.000000 -10.000000
26 0.270000000 51 176 133 174 82.000000 -2.000000
27 0.280000000 133 174 54 184 -79.000000 10.000000
28 0.290000000 54 184 40 102 -14.000000 -82.000000
29 0.300000000 40 102 109 147 69.000000 45.000000
30 0.310000000 109 147 134 138 25.000000 -9.000000
31 0.320000000 134 138 145 105 11.000000 -33.000000
32 0.330000000 145 105 53 168 -92.000000 63.000000
33 0.340000000 53 168 57 181 4.000000 13.000000
34 0.350000000 57 181 88 122 31.000000 -59.000000
35 0.360000000 88 122 56 179 -32.000000 57.000000
36 0.370000000 56 179 31 121 -25.000000 -58.000000
37 0.380000000 31 121 123 137 92.000000 16.000000
38 0.390000000 123 137 91 159 -32.000000 22.000000
39 0.400000000 91 159 71 110 -20.000000 -49.000000
40 0.410000000 71 110 51 176 -20.000000 66.000000
41 0.420000000 51 176 51 172 0.000000 -4.000000
42 0.430000000 51 172 53 168 2.000000 -4.000000
43 0.440000000 53 168 57 180 4.000000 12.000000
44 0.450000000 57 180 67 165 10.000000 -15.000000
45 0.460000000 67 165 55 176 -12.000000 11.000000
46 0.470000000 55 176 52 171 -3.000000 -5.000000
47 0.480000000 52 171 19 82 -33.000000 -89.000000
48 0.490000000 19 82 127 164 108.000000 82.000000
49 0.500000000 127 164 124 126 -3.000000 -38.000000
50 0.510000000 124 126 73 169 -51.000000 43.000000
