idx time_s pre_x pre_y post_x post_y dx dy
0 0.010000000 43 94 43 94 0.000000 0.000000
1 0.020000000 43 94 160 101 117.000000 7.000000
2 0.030000000 160 101 152 169 -8.000000 68.000000
3 0.040000000 152 169 178 136 26.000000 -33.000000
4 0.050000000 178 136 94 89 -84.000000 -47.000000
5 0.060000000 94 89 166 144 72.000000 55.000000
6 0.070000000 166 144 152 137 -14.000000 -7.000000
7 0.080000000 152 137 149 107 -3.000000 -30.000000
8 0.090000000 149 107 175 157 26.000000 50.000000
9 0.100000000 175 157 69 106 -106.000000 -51.000000
10 0.110000000 69 106 109 100 40.000000 -6.000000
11 0.120000000 109 100 130 141 21.000000 41.000000
12 0.130000000 130 141 117 146 -13.000000 5.000000
13 0.140000000 117 146 59 175 -58.000000 29.000000
14 0.150000000 59 175 93 162 34.000000 -13.000000
15 0.160000000 93 162 57 182 -36.000000 20.000000
16 0.170000000 57 182 38 96 -19.000000 -86.000000
17 0.180000000 38 96 58 170 20.000000 74.000000
18 0.190000000 58 170 63 180 5.000000 10.000000
19 0.200000000 63 180 95 117 32.000000 -63.000000
20 0.210000000 95 117 38 81 -57.000000 -36.000000
21 0.220000000 38 81 99 187 61.000000 106.000000
22 0.230000000 99 187 179 124 80.000000 -63.000000
23 0.240000000 179 124 97 101 -82.000000 -23.000000
24 0.250000000 97 101 53 186 -44.000000 85.000000
25 0.260000000 53 186 136 175 83.000000 -11.000000
26 0.270000000 136 175 88 166 -48.000000 -9.000000
27 0.280000000 88 166 53 184 -35.000000 18.000000
28 0.290000000 53 184 30 101 -23.000000 -83.000000
29 0.300000000 30 101 106 148 76.000000 47.000000
30 0.310000000 106 148 133 138 27.000000 -10.000000
31 0.320000000 133 138 26 102 -107.000000 -36.000000
32 0.330000000 26 102 87 161 61.000000 59.000000
33 0.340000000 87 161 58 182 -29.000000 21.000000
34 0.350000000 58 182 91 121 33.000000 -61.000000
35 0.360000000 91 121 91 175 0.000000 54.000000
36 0.370000000 91 175 177 119 86.000000 -56.000000
37 0.380000000 177 119 120 139 -57.000000 20.000000
38 0.390000000 120 139 91 159 -29.000000 20.000000
39 0.400000000 91 159 70 111 -21.000000 -48.000000
40 0.410000000 70 111 51 176 -19.000000 65.000000
41 0.420000000 51 176 52 171 1.000000 -5.000000
42 0.430000000 52 171 67 165 15.000000 -6.000000
43 0.440000000 67 165 57 180 -10.000000 15.000000
44 0.450000000 57 180 56 155 -1.000000 -25.000000
45 0.460000000 56 155 55 176 -1.000000 21.000000
46 0.470000000 55 176 52 172 -3.000000 -4.000000
47 0.480000000 52 172 20 82 -32.000000 -90.000000
48 0.490000000 20 82 42 165 22.000000 83.000000
49 0.500000000 42 165 123 125 81.000000 -40.000000
50 0.510000000 123 125 73 169 -50.000000 44.000000
