idx time_s pre_x pre_y post_x post_y dx dy
0 0.010000000 126 138 126 138 0.000000 0.000000
1 0.020000000 126 138 71 176 -55.000000 38.000000
2 0.030000000 71 176 161 102 90.000000 -74.000000
3 0.040000000 161 102 72 179 -89.000000 77.000000
4 0.050000000 72 179 166 104 94.000000 -75.000000
5 0.060000000 166 104 65 138 -101.000000 34.000000
6 0.070000000 65 138 71 180 6.000000 42.000000
7 0.080000000 71 180 148 138 77.000000 -42.000000
8 0.090000000 148 138 152 138 4.000000 0.000000
9 0.100000000 152 138 41 96 -111.000000 -42.000000
10 0.110000000 41 96 148 136 107.000000 40.000000
11 0.120000000 148 136 132 141 -16.000000 5.000000
12 0.130000000 132 141 56 135 -76.000000 -6.000000
13 0.140000000 56 135 60 179 4.000000 44.000000
14 0.150000000 60 179 149 107 89.000000 -72.000000
15 0.160000000 149 107 74 112 -75.000000 5.000000
16 0.170000000 74 112 74 86 0.000000 -26.000000
17 0.180000000 74 86 94 119 20.000000 33.000000
18 0.190000000 94 119 103 119 9.000000 0.000000
19 0.200000000 103 119 90 117 -13.000000 -2.000000
20 0.210000000 90 117 123 143 33.000000 26.000000
21 0.220000000 123 143 161 112 38.000000 -31.000000
22 0.230000000 161 112 117 146 -44.000000 34.000000
23 0.240000000 117 146 55 186 -62.000000 40.000000
24 0.250000000 55 186 91 199 36.000000 13.000000
25 0.260000000 91 199 51 178 -40.000000 -21.000000
26 0.270000000 51 178 89 166 38.000000 -12.000000
27 0.280000000 89 166 90 124 1.000000 -42.000000
28 0.290000000 90 124 74 115 -16.000000 -9.000000
29 0.300000000 74 115 99 190 25.000000 75.000000
30 0.310000000 99 190 92 155 -7.000000 -35.000000
31 0.320000000 92 155 116 105 24.000000 -50.000000
32 0.330000000 116 105 89 157 -27.000000 52.000000
33 0.340000000 89 157 53 174 -36.000000 17.000000
34 0.350000000 53 174 54 173 1.000000 -1.000000
35 0.360000000 54 173 96 190 42.000000 17.000000
36 0.370000000 96 190 158 86 62.000000 -104.000000
37 0.380000000 158 86 174 116 16.000000 30.000000
38 0.390000000 174 116 88 122 -86.000000 6.000000
39 0.400000000 88 122 23 97 -65.000000 -25.000000
40 0.410000000 23 97 44 145 21.000000 48.000000
41 0.420000000 44 145 53 175 9.000000 30.000000
42 0.430000000 53 175 148 145 95.000000 -30.000000
43 0.440000000 148 145 96 120 -52.000000 -25.000000
44 0.450000000 96 120 51 173 -45.000000 53.000000
45 0.460000000 51 173 56 154 5.000000 -19.000000
46 0.470000000 56 154 158 151 102.000000 -3.000000
47 0.480000000 158 151 37 132 -121.000000 -19.000000
48 0.490000000 37 132 47 106 10.000000 -26.000000
49 0.500000000 47 106 84 166 37.000000 60.000000
50 0.510000000 84 166 74 169 -10.000000 3.000000
