idx time_s pre_x pre_y post_x post_y dx dy
0 0.010000000 177 148 177 148 0.000000 0.000000
1 0.020000000 177 148 70 176 -107.000000 28.000000
2 0.030000000 70 176 72 107 2.000000 -69.000000
3 0.040000000 72 107 71 178 -1.000000 71.000000
4 0.050000000 71 178 94 110 23.000000 -68.000000
5 0.060000000 94 110 74 153 -20.000000 43.000000
6 0.070000000 74 153 71 181 -3.000000 28.000000
7 0.080000000 71 181 176 147 105.000000 -34.000000
8 0.090000000 176 147 151 138 -25.000000 -9.000000
9 0.100000000 151 138 42 97 -109.000000 -41.000000
10 0.110000000 42 97 143 135 101.000000 38.000000
11 0.120000000 143 135 142 163 -1.000000 28.000000
12 0.130000000 142 163 144 138 2.000000 -25.000000
13 0.140000000 144 138 60 179 -84.000000 41.000000
14 0.150000000 60 179 150 106 90.000000 -73.000000
15 0.160000000 150 106 75 112 -75.000000 6.000000
16 0.170000000 75 112 71 86 -4.000000 -26.000000
17 0.180000000 71 86 139 133 68.000000 47.000000
18 0.190000000 139 133 57 141 -82.000000 8.000000
19 0.200000000 57 141 91 117 34.000000 -24.000000
20 0.210000000 91 117 138 137 47.000000 20.000000
21 0.220000000 138 137 78 112 -60.000000 -25.000000
22 0.230000000 78 112 141 172 63.000000 60.000000
23 0.240000000 141 172 53 183 -88.000000 11.000000
24 0.250000000 53 183 55 187 2.000000 4.000000
25 0.260000000 55 187 51 179 -4.000000 -8.000000
26 0.270000000 51 179 136 175 85.000000 -4.000000
27 0.280000000 136 175 48 146 -88.000000 -29.000000
28 0.290000000 48 146 92 124 44.000000 -22.000000
29 0.300000000 92 124 56 182 -36.000000 58.000000
30 0.310000000 56 182 51 170 -5.000000 -12.000000
31 0.320000000 51 170 54 109 3.000000 -61.000000
32 0.330000000 54 109 160 158 106.000000 49.000000
33 0.340000000 160 158 54 172 -106.000000 14.000000
34 0.350000000 54 172 54 175 0.000000 3.000000
35 0.360000000 54 175 58 182 4.000000 7.000000
36 0.370000000 58 182 27 88 -31.000000 -94.000000
37 0.380000000 27 88 176 116 149.000000 28.000000
38 0.390000000 176 116 175 119 -1.000000 3.000000
39 0.400000000 175 119 25 97 -150.000000 -22.000000
40 0.410000000 25 97 134 137 109.000000 40.000000
41 0.420000000 134 137 52 175 -82.000000 38.000000
42 0.430000000 52 175 89 151 37.000000 -24.000000
43 0.440000000 89 151 47 138 -42.000000 -13.000000
44 0.450000000 47 138 53 171 6.000000 33.000000
45 0.460000000 53 171 68 166 15.000000 -5.000000
46 0.470000000 68 166 52 165 -16.000000 -1.000000
47 0.480000000 52 165 166 121 114.000000 -44.000000
48 0.490000000 166 121 150 148 -16.000000 27.000000
49 0.500000000 150 148 42 169 -108.000000 21.000000
50 0.510000000 42 169 73 169 31.000000 0.000000
