idx time_s pre_x pre_y post_x post_y dx dy
0 0.010000000 73 174 73 174 0.000000 0.000000
1 0.020000000 73 174 150 131 77.000000 -43.000000
2 0.030000000 150 131 96 188 -54.000000 57.000000
3 0.040000000 96 188 44 88 -52.000000 -100.000000
4 0.050000000 44 88 111 148 67.000000 60.000000
5 0.060000000 111 148 153 136 42.000000 -12.000000
6 0.070000000 153 136 71 180 -82.000000 44.000000
7 0.080000000 71 180 144 108 73.000000 -72.000000
8 0.090000000 144 108 112 177 -32.000000 69.000000
9 0.100000000 112 177 68 171 -44.000000 -6.000000
10 0.110000000 68 171 108 177 40.000000 6.000000
11 0.120000000 108 177 143 139 35.000000 -38.000000
12 0.130000000 143 139 117 146 -26.000000 7.000000
13 0.140000000 117 146 60 179 -57.000000 33.000000
14 0.150000000 60 179 100 192 40.000000 13.000000
15 0.160000000 100 192 110 103 10.000000 -89.000000
16 0.170000000 110 103 101 178 -9.000000 75.000000
17 0.180000000 101 178 62 178 -39.000000 0.000000
18 0.190000000 62 178 94 120 32.000000 -58.000000
19 0.200000000 94 120 93 157 -1.000000 37.000000
20 0.210000000 93 157 148 136 55.000000 -21.000000
21 0.220000000 148 136 100 180 -48.000000 44.000000
22 0.230000000 100 180 141 174 41.000000 -6.000000
23 0.240000000 141 174 73 93 -68.000000 -81.000000
24 0.250000000 73 93 133 174 60.000000 81.000000
25 0.260000000 133 174 135 174 2.000000 0.000000
26 0.270000000 135 174 52 173 -83.000000 -1.000000
27 0.280000000 52 173 98 190 46.000000 17.000000
28 0.290000000 98 190 49 146 -49.000000 -44.000000
29 0.300000000 49 146 152 94 103.000000 -52.000000
30 0.310000000 152 94 86 163 -66.000000 69.000000
31 0.320000000 86 163 50 172 -36.000000 9.000000
32 0.330000000 50 172 57 183 7.000000 11.000000
33 0.340000000 57 183 150 146 93.000000 -37.000000
34 0.350000000 150 146 91 123 -59.000000 -23.000000
35 0.360000000 91 123 96 192 5.000000 69.000000
36 0.370000000 96 192 137 136 41.000000 -56.000000
37 0.380000000 137 136 135 133 -2.000000 -3.000000
38 0.390000000 135 133 138 133 3.000000 0.000000
39 0.400000000 138 133 157 110 19.000000 -23.000000
40 0.410000000 157 110 158 154 1.000000 44.000000
41 0.420000000 158 154 53 173 -105.000000 19.000000
42 0.430000000 53 173 70 108 17.000000 -65.000000
43 0.440000000 70 108 49 141 -21.000000 33.000000
44 0.450000000 49 141 110 141 61.000000 0.000000
45 0.460000000 110 141 37 95 -73.000000 -46.000000
46 0.470000000 37 95 27 117 -10.000000 22.000000
47 0.480000000 27 117 71 167 44.000000 50.000000
48 0.490000000 71 167 126 165 55.000000 -2.000000
49 0.500000000 126 165 80 115 -46.000000 -50.000000
50 0.510000000 80 115 74 169 -6.000000 54.000000
