idx time_s pre_x pre_y post_x post_y dx dy
0 0.010000000 163 98 163 98 0.000000 0.000000
1 0.020000000 163 98 88 107 -75.000000 9.000000
2 0.030000000 88 107 67 170 -21.000000 63.000000
3 0.040000000 67 170 156 135 89.000000 -35.000000
4 0.050000000 156 135 123 99 -33.000000 -36.000000
5 0.060000000 123 99 153 170 30.000000 71.000000
6 0.070000000 153 170 70 180 -83.000000 10.000000
7 0.080000000 70 180 150 137 80.000000 -43.000000
8 0.090000000 150 137 176 156 26.000000 19.000000
9 0.100000000 176 156 148 137 -28.000000 -19.000000
10 0.110000000 148 137 50 101 -98.000000 -36.000000
11 0.120000000 50 101 143 171 93.000000 70.000000
12 0.130000000 143 171 62 172 -81.000000 1.000000
13 0.140000000 62 172 59 177 -3.000000 5.000000
14 0.150000000 59 177 138 171 79.000000 -6.000000
15 0.160000000 138 171 57 182 -81.000000 11.000000
16 0.170000000 57 182 110 98 53.000000 -84.000000
17 0.180000000 110 98 60 176 -50.000000 78.000000
18 0.190000000 60 176 88 194 28.000000 18.000000
19 0.200000000 88 194 94 117 6.000000 -77.000000
20 0.210000000 94 117 49 82 -45.000000 -35.000000
21 0.220000000 49 82 56 180 7.000000 98.000000
22 0.230000000 56 180 57 173 1.000000 -7.000000
23 0.240000000 57 173 90 100 33.000000 -73.000000
24 0.250000000 90 100 53 186 -37.000000 86.000000
25 0.260000000 53 186 51 176 -2.000000 -10.000000
26 0.270000000 51 176 52 176 1.000000 0.000000
27 0.280000000 52 176 55 184 3.000000 8.000000
28 0.290000000 55 184 161 113 106.000000 -71.000000
29 0.300000000 161 113 137 138 -24.000000 25.000000
30 0.310000000 137 138 160 138 23.000000 0.000000
31 0.320000000 160 138 72 113 -88.000000 -25.000000
32 0.330000000 72 113 53 171 -19.000000 58.000000
33 0.340000000 53 171 55 180 2.000000 9.000000
34 0.350000000 55 180 161 156 106.000000 -24.000000
35 0.360000000 161 156 57 180 -104.000000 24.000000
36 0.370000000 57 180 136 135 79.000000 -45.000000
37 0.380000000 136 135 136 133 0.000000 -2.000000
38 0.390000000 136 133 92 156 -44.000000 23.000000
39 0.400000000 92 156 54 107 -38.000000 -49.000000
40 0.410000000 54 107 161 138 107.000000 31.000000
41 0.420000000 161 138 52 173 -109.000000 35.000000
42 0.430000000 52 173 52 169 0.000000 -4.000000
43 0.440000000 52 169 57 180 5.000000 11.000000
44 0.450000000 57 180 52 169 -5.000000 -11.000000
45 0.460000000 52 169 55 177 3.000000 8.000000
46 0.470000000 55 177 51 168 -4.000000 -9.000000
47 0.480000000 51 168 19 82 -32.000000 -86.000000
48 0.490000000 19 82 127 163 108.000000 81.000000
49 0.500000000 127 163 124 127 -3.000000 -36.000000
50 0.510000000 124 127 73 169 -51.000000 42.000000
