idx time_s pre_x pre_y post_x post_y dx dy
0 0.010000000 91 105 91 105 0.000000 0.000000
1 0.020000000 91 105 74 104 -17.000000 -1.000000
2 0.030000000 74 104 69 170 -5.000000 66.000000
3 0.040000000 69 170 92 87 23.000000 -83.000000
4 0.050000000 92 87 180 135 88.000000 48.000000
5 0.060000000 180 135 70 173 -110.000000 38.000000
6 0.070000000 70 173 43 98 -27.000000 -75.000000
7 0.080000000 43 98 57 85 14.000000 -13.000000
8 0.090000000 57 85 72 110 15.000000 25.000000
9 0.100000000 72 110 104 168 32.000000 58.000000
10 0.110000000 104 168 169 113 65.000000 -55.000000
11 0.120000000 169 113 33 92 -136.000000 -21.000000
12 0.130000000 33 92 143 138 110.000000 46.000000
13 0.140000000 143 138 60 173 -83.000000 35.000000
14 0.150000000 60 173 32 121 -28.000000 -52.000000
15 0.160000000 32 121 147 138 115.000000 17.000000
16 0.170000000 147 138 210 193 63.000000 55.000000
17 0.180000000 210 193 144 161 -66.000000 -32.000000
18 0.190000000 144 161 55 139 -89.000000 -22.000000
19 0.200000000 55 139 60 104 5.000000 -35.000000
20 0.210000000 60 104 138 104 78.000000 0.000000
21 0.220000000 138 104 164 136 26.000000 32.000000
22 0.230000000 164 136 61 185 -103.000000 49.000000
23 0.240000000 61 185 45 158 -16.000000 -27.000000
24 0.250000000 45 158 74 125 29.000000 -33.000000
25 0.260000000 74 125 78 195 4.000000 70.000000
26 0.270000000 78 195 121 144 43.000000 -51.000000
27 0.280000000 121 144 65 174 -56.000000 30.000000
28 0.290000000 65 174 83 100 18.000000 -74.000000
29 0.300000000 83 100 30 88 -53.000000 -12.000000
30 0.310000000 30 88 52 111 22.000000 23.000000
31 0.320000000 52 111 94 182 42.000000 71.000000
32 0.330000000 94 182 160 159 66.000000 -23.000000
33 0.340000000 160 159 99 179 -61.000000 20.000000
34 0.350000000 99 179 55 171 -44.000000 -8.000000
35 0.360000000 55 171 133 132 78.000000 -39.000000
36 0.370000000 133 132 138 136 5.000000 4.000000
37 0.380000000 138 136 161 131 23.000000 -5.000000
38 0.390000000 161 131 98 177 -63.000000 46.000000
39 0.400000000 98 177 135 136 37.000000 -41.000000
40 0.410000000 135 136 97 179 -38.000000 43.000000
41 0.420000000 97 179 85 156 -12.000000 -23.000000
42 0.430000000 85 156 52 173 -33.000000 17.000000
43 0.440000000 52 173 50 141 -2.000000 -32.000000
44 0.450000000 50 141 53 168 3.000000 27.000000
45 0.460000000 53 168 92 114 39.000000 -54.000000
46 0.470000000 92 114 53 141 -39.000000 27.000000
47 0.480000000 53 141 145 86 92.000000 -55.000000
48 0.490000000 145 86 69 82 -76.000000 -4.000000
49 0.500000000 69 82 25 73 -44.000000 -9.000000
50 0.510000000 25 73 73 170 48.000000 97.000000
