idx time_s pre_x pre_y post_x post_y dx dy
0 0.010000000 72 174 72 174 0.000000 0.000000
1 0.020000000 72 174 151 132 79.000000 -42.000000
2 0.030000000 151 132 74 180 -77.000000 48.000000
3 0.040000000 74 180 93 88 19.000000 -92.000000
4 0.050000000 93 88 72 175 -21.000000 87.000000
5 0.060000000 72 175 150 137 78.000000 -38.000000
6 0.070000000 150 137 115 180 -35.000000 43.000000
7 0.080000000 115 180 89 114 -26.000000 -66.000000
8 0.090000000 89 114 69 178 -20.000000 64.000000
9 0.100000000 69 178 67 175 -2.000000 -3.000000
10 0.110000000 67 175 66 181 -1.000000 6.000000
11 0.120000000 66 181 131 142 65.000000 -39.000000
12 0.130000000 131 142 144 151 13.000000 9.000000
13 0.140000000 144 151 60 179 -84.000000 28.000000
14 0.150000000 60 179 101 189 41.000000 10.000000
15 0.160000000 101 189 110 102 9.000000 -87.000000
16 0.170000000 110 102 58 178 -52.000000 76.000000
17 0.180000000 58 178 61 178 3.000000 0.000000
18 0.190000000 61 178 56 141 -5.000000 -37.000000
19 0.200000000 56 141 92 160 36.000000 19.000000
20 0.210000000 92 160 138 136 46.000000 -24.000000
21 0.220000000 138 136 55 180 -83.000000 44.000000
22 0.230000000 55 180 59 182 4.000000 2.000000
23 0.240000000 59 182 71 93 12.000000 -89.000000
24 0.250000000 71 93 134 175 63.000000 82.000000
25 0.260000000 134 175 52 175 -82.000000 0.000000
26 0.270000000 52 175 134 175 82.000000 0.000000
27 0.280000000 134 175 98 186 -36.000000 11.000000
28 0.290000000 98 186 92 163 -6.000000 -23.000000
29 0.300000000 92 163 27 89 -65.000000 -74.000000
30 0.310000000 27 89 52 171 25.000000 82.000000
31 0.320000000 52 171 54 172 2.000000 1.000000
32 0.330000000 54 172 57 182 3.000000 10.000000
33 0.340000000 57 182 137 138 80.000000 -44.000000
34 0.350000000 137 138 147 152 10.000000 14.000000
35 0.360000000 147 152 59 182 -88.000000 30.000000
36 0.370000000 59 182 137 136 78.000000 -46.000000
37 0.380000000 137 136 135 133 -2.000000 -3.000000
38 0.390000000 135 133 95 120 -40.000000 -13.000000
39 0.400000000 95 120 56 108 -39.000000 -12.000000
40 0.410000000 56 108 160 137 104.000000 29.000000
41 0.420000000 160 137 52 174 -108.000000 37.000000
42 0.430000000 52 174 71 120 19.000000 -54.000000
43 0.440000000 71 120 49 141 -22.000000 21.000000
44 0.450000000 49 141 88 160 39.000000 19.000000
45 0.460000000 88 160 26 95 -62.000000 -65.000000
46 0.470000000 26 95 118 136 92.000000 41.000000
47 0.480000000 118 136 131 164 13.000000 28.000000
48 0.490000000 131 164 128 164 -3.000000 0.000000
49 0.500000000 128 164 124 126 -4.000000 -38.000000
50 0.510000000 124 126 73 169 -51.000000 43.000000
