frame,time_s,frame_path,camera_x,camera_y,camera_z,pan_rad,tilt_rad,pan_deg,tilt_deg,drift_pan_deg,drift_tilt_deg,delta_drift_pan_deg,delta_drift_tilt_deg
87,0.08700000000000001,c:\Users\User\Desktop\Github\activeVision\data\renders\airplane_demo\motion_sequence\frames\frame_00087.png,0.0,-0.25,1.5,-0.0010844666446703428,0.013927036120787552,-0.062135361762324155,0.7979603908473769,-0.062135361762324155,0.7979603908473769,0.06131890778590063,-0.013697366256746127
88,0.088,c:\Users\User\Desktop\Github\activeVision\data\renders\airplane_demo\motion_sequence\frames\frame_00088.png,0.0,-0.25,1.5,-0.0036568863945498726,0.01554315675112375,-0.20952415656652007,0.8905572821496633,-0.20952415656652007,0.8905572821496633,-0.14738879480419592,0.09259689130228647
89,0.089,c:\Users\User\Desktop\Github\activeVision\data\renders\airplane_demo\motion_sequence\frames\frame_00089.png,0.0,-0.25,1.5,-0.0070340280497531125,0.015166265109248234,-0.4030201202274908,0.8689629817364402,-0.4030201202274908,0.8689629817364402,-0.19349596366097072,-0.021594300413223244
90,0.09,c:\Users\User\Desktop\Github\activeVision\data\renders\airplane_demo\motion_sequence\frames\frame_00090.png,0.0,-0.25,1.5,-0.007390987131447712,0.013528144230428966,-0.4234723690674569,0.7751055690478348,-0.4234723690674569,0.7751055690478348,-0.020452248839966086,-0.09385741268860541
91,0.091,c:\Users\User\Desktop\Github\activeVision\data\renders\airplane_demo\motion_sequence\frames\frame_00091.png,0.0,-0.25,1.5,-0.006320885386524972,0.013213467071306897,-0.3621600554337989,0.7570758959209736,-0.3621600554337989,0.7570758959209736,0.06131231363365798,-0.01802967312686115
92,0.092,c:\Users\User\Desktop\Github\activeVision\data\renders\airplane_demo\motion_sequence\frames\frame_00092.png,0.0,-0.25,1.5,-0.00708336445445969,0.014030032552841278,-0.4058468879935271,0.8038616517089614,-0.4058468879935271,0.8038616517089614,-0.04368683255972816,0.04678575578798771
93,0.093,c:\Users\User\Desktop\Github\activeVision\data\renders\airplane_demo\motion_sequence\frames\frame_00093.png,0.0,-0.25,1.5,-0.007915151794833682,0.01621183719530896,-0.45350479204936844,0.9288698494444091,-0.45350479204936844,0.9288698494444091,-0.047657904055841374,0.12500819773544775
94,0.094,c:\Users\User\Desktop\Github\activeVision\data\renders\airplane_demo\motion_sequence\frames\frame_00094.png,0.0,-0.25,1.5,-0.0073017469696020675,0.01546675668191177,-0.4183592844306371,0.8861798806293095,-0.4183592844306371,0.8861798806293095,0.035145507618731385,-0.04268996881509953
95,0.095,c:\Users\User\Desktop\Github\activeVision\data\renders\airplane_demo\motion_sequence\frames\frame_00095.png,0.0,-0.25,1.5,-0.010695129505817691,0.013412542763865165,-0.6127857820291915,0.7684820929082062,-0.6127857820291915,0.7684820929082062,-0.19442649759855443,-0.11769778772110326
96,0.096,c:\Users\User\Desktop\Github\activeVision\data\renders\airplane_demo\motion_sequence\frames\frame_00096.png,0.0,-0.25,1.5,-0.008798251945193514,0.013333054087408971,-0.5041027035523552,0.7639277272281855,-0.5041027035523552,0.7639277272281855,0.10868307847683634,-0.004554365680020816
97,0.097,c:\Users\User\Desktop\Github\activeVision\data\renders\airplane_demo\motion_sequence\frames\frame_00097.png,0.0,-0.25,1.5,-0.009292398404296822,0.015914267687061185,-0.5324152101203087,0.9118203725100282,-0.5324152101203087,0.9118203725100282,-0.028312506567953474,0.14789264528184273
98,0.098,c:\Users\User\Desktop\Github\activeVision\data\renders\airplane_demo\motion_sequence\frames\frame_00098.png,0.0,-0.25,1.5,-0.011531043650027412,0.014994318566311598,-0.6606801345276986,0.859111170524306,-0.6606801345276986,0.859111170524306,-0.12826492440738982,-0.052709201985722334
99,0.099,c:\Users\User\Desktop\Github\activeVision\data\renders\airplane_demo\motion_sequence\frames\frame_00099.png,0.0,-0.25,1.5,-0.012355864746406035,0.01591533501440387,-0.707938902203547,0.911881525862123,-0.707938902203547,0.911881525862123,-0.047258767675848405,0.05277035533781703
