idx time_s pre_x pre_y post_x post_y dx dy
0 0.010000000 109 114 109 114 0.000000 0.000000
1 0.020000000 109 114 88 107 -21.000000 -7.000000
2 0.030000000 88 107 68 170 -20.000000 63.000000
3 0.040000000 68 170 176 88 108.000000 -82.000000
4 0.050000000 176 88 177 156 1.000000 68.000000
5 0.060000000 177 156 70 175 -107.000000 19.000000
6 0.070000000 70 175 50 100 -20.000000 -75.000000
7 0.080000000 50 100 82 90 32.000000 -10.000000
8 0.090000000 82 90 92 119 10.000000 29.000000
9 0.100000000 92 119 67 176 -25.000000 57.000000
10 0.110000000 67 176 145 107 78.000000 -69.000000
11 0.120000000 145 107 160 91 15.000000 -16.000000
12 0.130000000 160 91 119 146 -41.000000 55.000000
13 0.140000000 119 146 59 177 -60.000000 31.000000
14 0.150000000 59 177 162 113 103.000000 -64.000000
15 0.160000000 162 113 164 137 2.000000 24.000000
16 0.170000000 164 137 59 178 -105.000000 41.000000
17 0.180000000 59 178 59 173 0.000000 -5.000000
18 0.190000000 59 173 59 143 0.000000 -30.000000
19 0.200000000 59 143 161 106 102.000000 -37.000000
20 0.210000000 161 106 138 105 -23.000000 -1.000000
21 0.220000000 138 105 164 136 26.000000 31.000000
22 0.230000000 164 136 62 184 -102.000000 48.000000
23 0.240000000 62 184 120 146 58.000000 -38.000000
24 0.250000000 120 146 48 148 -72.000000 2.000000
25 0.260000000 48 148 97 186 49.000000 38.000000
26 0.270000000 97 186 67 173 -30.000000 -13.000000
27 0.280000000 67 173 54 183 -13.000000 10.000000
28 0.290000000 54 183 77 114 23.000000 -69.000000
29 0.300000000 77 114 28 88 -49.000000 -26.000000
30 0.310000000 28 88 95 122 67.000000 34.000000
31 0.320000000 95 122 53 176 -42.000000 54.000000
32 0.330000000 53 176 54 170 1.000000 -6.000000
33 0.340000000 54 170 54 179 0.000000 9.000000
34 0.350000000 54 179 55 175 1.000000 -4.000000
35 0.360000000 55 175 52 145 -3.000000 -30.000000
36 0.370000000 52 145 138 136 86.000000 -9.000000
37 0.380000000 138 136 135 131 -3.000000 -5.000000
38 0.390000000 135 131 55 177 -80.000000 46.000000
39 0.400000000 55 177 158 156 103.000000 -21.000000
40 0.410000000 158 156 52 178 -106.000000 22.000000
41 0.420000000 52 178 51 171 -1.000000 -7.000000
42 0.430000000 51 171 52 172 1.000000 1.000000
43 0.440000000 52 172 51 141 -1.000000 -31.000000
44 0.450000000 51 141 54 169 3.000000 28.000000
45 0.460000000 54 169 100 118 46.000000 -51.000000
46 0.470000000 100 118 51 165 -49.000000 47.000000
47 0.480000000 51 165 144 83 93.000000 -82.000000
48 0.490000000 144 83 77 112 -67.000000 29.000000
49 0.500000000 77 112 60 80 -17.000000 -32.000000
50 0.510000000 60 80 73 169 13.000000 89.000000
