idx time_s pre_x pre_y post_x post_y dx dy
0 0.010000000 90 159 90 159 0.000000 0.000000
1 0.020000000 90 159 87 105 -3.000000 -54.000000
2 0.030000000 87 105 42 86 -45.000000 -19.000000
3 0.040000000 42 86 43 85 1.000000 -1.000000
4 0.050000000 43 85 71 177 28.000000 92.000000
5 0.060000000 71 177 114 180 43.000000 3.000000
6 0.070000000 114 180 172 155 58.000000 -25.000000
7 0.080000000 172 155 68 173 -104.000000 18.000000
8 0.090000000 68 173 151 138 83.000000 -35.000000
9 0.100000000 151 138 71 180 -80.000000 42.000000
10 0.110000000 71 180 157 138 86.000000 -42.000000
11 0.120000000 157 138 54 83 -103.000000 -55.000000
12 0.130000000 54 83 63 181 9.000000 98.000000
13 0.140000000 63 181 64 108 1.000000 -73.000000
14 0.150000000 64 108 94 158 30.000000 50.000000
15 0.160000000 94 158 91 97 -3.000000 -61.000000
16 0.170000000 91 97 58 175 -33.000000 78.000000
17 0.180000000 58 175 140 146 82.000000 -29.000000
18 0.190000000 140 146 55 142 -85.000000 -4.000000
19 0.200000000 55 142 96 119 41.000000 -23.000000
20 0.210000000 96 119 56 83 -40.000000 -36.000000
21 0.220000000 56 83 147 105 91.000000 22.000000
22 0.230000000 147 105 57 174 -90.000000 69.000000
23 0.240000000 57 174 176 121 119.000000 -53.000000
24 0.250000000 176 121 134 175 -42.000000 54.000000
25 0.260000000 134 175 54 159 -80.000000 -16.000000
26 0.270000000 54 159 78 211 24.000000 52.000000
27 0.280000000 78 211 81 199 3.000000 -12.000000
28 0.290000000 81 199 54 178 -27.000000 -21.000000
29 0.300000000 54 178 120 145 66.000000 -33.000000
30 0.310000000 120 145 134 172 14.000000 27.000000
31 0.320000000 134 172 134 138 0.000000 -34.000000
32 0.330000000 134 138 26 99 -108.000000 -39.000000
33 0.340000000 26 99 89 161 63.000000 62.000000
34 0.350000000 89 161 74 170 -15.000000 9.000000
35 0.360000000 74 170 163 134 89.000000 -36.000000
36 0.370000000 163 134 136 136 -27.000000 2.000000
37 0.380000000 136 136 53 170 -83.000000 34.000000
38 0.390000000 53 170 58 179 5.000000 9.000000
39 0.400000000 58 179 133 135 75.000000 -44.000000
40 0.410000000 133 135 160 136 27.000000 1.000000
41 0.420000000 160 136 161 133 1.000000 -3.000000
42 0.430000000 161 133 92 148 -69.000000 15.000000
43 0.440000000 92 148 48 139 -44.000000 -9.000000
44 0.450000000 48 139 135 145 87.000000 6.000000
45 0.460000000 135 145 55 178 -80.000000 33.000000
46 0.470000000 55 178 84 116 29.000000 -62.000000
47 0.480000000 84 116 89 115 5.000000 -1.000000
48 0.490000000 89 115 137 98 48.000000 -17.000000
49 0.500000000 137 98 84 168 -53.000000 70.000000
50 0.510000000 84 168 72 170 -12.000000 2.000000
