idx time_s pre_x pre_y post_x post_y dx dy
0 0.010000000 111 115 111 115 0.000000 0.000000
1 0.020000000 111 115 88 107 -23.000000 -8.000000
2 0.030000000 88 107 68 170 -20.000000 63.000000
3 0.040000000 68 170 177 88 109.000000 -82.000000
4 0.050000000 177 88 71 174 -106.000000 86.000000
5 0.060000000 71 174 70 175 -1.000000 1.000000
6 0.070000000 70 175 43 101 -27.000000 -74.000000
7 0.080000000 43 101 90 92 47.000000 -9.000000
8 0.090000000 90 92 107 123 17.000000 31.000000
9 0.100000000 107 123 67 177 -40.000000 54.000000
10 0.110000000 67 177 142 107 75.000000 -70.000000
11 0.120000000 142 107 159 91 17.000000 -16.000000
12 0.130000000 159 91 143 149 -16.000000 58.000000
13 0.140000000 143 149 60 177 -83.000000 28.000000
14 0.150000000 60 177 162 112 102.000000 -65.000000
15 0.160000000 162 112 147 138 -15.000000 26.000000
16 0.170000000 147 138 58 178 -89.000000 40.000000
17 0.180000000 58 178 58 175 0.000000 -3.000000
18 0.190000000 58 175 58 144 0.000000 -31.000000
19 0.200000000 58 144 59 106 1.000000 -38.000000
20 0.210000000 59 106 73 109 14.000000 3.000000
21 0.220000000 73 109 138 136 65.000000 27.000000
22 0.230000000 138 136 62 184 -76.000000 48.000000
23 0.240000000 62 184 91 160 29.000000 -24.000000
24 0.250000000 91 160 71 172 -20.000000 12.000000
25 0.260000000 71 172 96 184 25.000000 12.000000
26 0.270000000 96 184 52 175 -44.000000 -9.000000
27 0.280000000 52 175 98 183 46.000000 8.000000
28 0.290000000 98 183 75 116 -23.000000 -67.000000
29 0.300000000 75 116 28 88 -47.000000 -28.000000
30 0.310000000 28 88 92 123 64.000000 35.000000
31 0.320000000 92 123 50 176 -42.000000 53.000000
32 0.330000000 50 176 53 171 3.000000 -5.000000
33 0.340000000 53 171 98 178 45.000000 7.000000
34 0.350000000 98 178 53 176 -45.000000 -2.000000
35 0.360000000 53 176 57 146 4.000000 -30.000000
36 0.370000000 57 146 138 136 81.000000 -10.000000
37 0.380000000 138 136 133 132 -5.000000 -4.000000
38 0.390000000 133 132 55 177 -78.000000 45.000000
39 0.400000000 55 177 87 161 32.000000 -16.000000
40 0.410000000 87 161 52 178 -35.000000 17.000000
41 0.420000000 52 178 52 171 0.000000 -7.000000
42 0.430000000 52 171 51 172 -1.000000 1.000000
43 0.440000000 51 172 50 141 -1.000000 -31.000000
44 0.450000000 50 141 51 170 1.000000 29.000000
45 0.460000000 51 170 136 130 85.000000 -40.000000
46 0.470000000 136 130 50 166 -86.000000 36.000000
47 0.480000000 50 166 19 83 -31.000000 -83.000000
48 0.490000000 19 83 124 128 105.000000 45.000000
49 0.500000000 124 128 15 86 -109.000000 -42.000000
50 0.510000000 15 86 73 169 58.000000 83.000000
